243.1500,0.0717
245.1500,0.0782
247.1500,0.0852
249.1500,0.0928
251.1500,0.1007
253.1500,0.1092
255.1500,0.1181
257.1500,0.1278
259.1500,0.1380
261.1500,0.1488
263.1500,0.1603
265.1500,0.1722
267.1500,0.1851
269.1500,0.1986
271.1500,0.2128
273.1500,0.2280
275.1500,0.2439
277.1500,0.2602
279.1500,0.2778
281.1500,0.2963
283.1500,0.3156
285.1500,0.3359
287.1500,0.3572
289.1500,0.3795
291.1500,0.4027
293.1500,0.4269
295.1500,0.4522
297.1500,0.4785
299.1500,0.5062
301.1500,0.5349
303.1500,0.5650
305.1500,0.5961
307.1500,0.6287
309.1500,0.6624
311.1500,0.6975
313.1500,0.7340
315.1500,0.7718
317.1500,0.8111
319.1500,0.8517
321.1500,0.8939
323.1500,0.9376
325.1500,0.9826
27.1500,1.0295
329.1500,1.0780
331.1500,1.1282
333.1500,1.1802
335.1500,1.2337
337.1500,1.2891
339.1500,1.3461
341.1500,1.4045
343.1500,1.4656
345.1500,1.5283
347.1500,1.5929
349.1500,1.6593
353.1500,1.7986
358.1500,1.9849
363.1500,2.1854
368.1500,2.4000
373.1500,2.6303
378.1500,2.8777
383.1500,3.1430
388.1500,3.4279
393.1500,3.7363
